date,floor,bedroom,bathroom,square,district,investor,price
29/09/2020,4,NULL,NULL,28.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,850.0
29/09/2020,4,NULL,NULL,40.7,Đống Đa,Le Capitole,NULL
29/09/2020,1,3,NULL,107.0,Nam Từ Liêm,Vinhomes West Point,3638.0
29/09/2020,0,2,2,77.0,Thanh Xuân,Khu nhà ở 44 Triều Khúc,2300.0
29/09/2020,0,2,2,75.0,Hà Đông,Anland Lake View,2000.0
29/09/2020,0,3,2,90.0,Thanh Xuân,Thống Nhất Complex,3050.0
28/09/2020,3,2,2,70.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1750.0
29/09/2020,0,3,2,95.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,2900.0
28/09/2020,1,2,2,75.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5400.0
29/09/2020,0,2,2,103.0,Thanh Xuân,Royal City,3700.0
29/09/2020,2,2,2,66.0,Nam Từ Liêm,Vinhomes Skylake,3000.0
29/09/2020,1,2,2,88.0,Thanh Xuân,Royal City,3300.0
29/09/2020,3,3,NULL,112.5,Bắc Từ Liêm,Sunshine City,NULL
29/09/2020,4,NULL,NULL,380.0,Nam Từ Liêm,Vinhomes Skylake,18500.0
30/09/2020,4,2,2,76.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),NULL
30/09/2020,0,4,2,148.0,Tây Hồ,Udic Westlake,5300.0
30/09/2020,1,2,2,74.55,Bắc Từ Liêm,Goldmark City,2000.0
01/10/2020,4,2,2,72.0,Nam Từ Liêm,Vinhomes West Point,2800.0
02/10/2020,1,3,2,94.0,Nam Từ Liêm,Mỹ Đình Pearl,NULL
30/09/2020,0,2,2,69.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2001.0
02/10/2020,4,2,2,NULL,Hoàng Mai,Green Park Trần Thủ Độ,NULL
01/10/2020,3,2,2,82.0,Cầu Giấy,Vinhomes D'Capitale,2800.0
02/10/2020,0,NULL,NULL,60.0,Hoàng Mai,Geleximco Souther Star,1800.0
03/10/2020,3,NULL,NULL,NULL,Long Biên,Berriver Long Biên,NULL
03/10/2020,3,3,1,60.1,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1570.0
04/10/2020,2,3,3,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,5300.0
02/10/2020,3,3,2,85.0,Hà Đông,Anland 2,NULL
02/10/2020,3,2,2,60.0,Bắc Từ Liêm,Ecohome 3,1100.0
02/10/2020,2,2,2,71.22,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2300.0
02/10/2020,1,3,NULL,90.0,Cầu Giấy,Chung cư The Nine,3690.0
02/10/2020,3,3,2,146.97,Tây Hồ,D' EL Dorado,12000.0
01/10/2020,0,2,1,59.0,Cầu Giấy,Khu đô thị Nam Trung Yên,1620.0
01/10/2020,1,3,2,109.0,Bắc Từ Liêm,Sunshine City,3750.0
01/10/2020,0,4,NULL,138.0,Thanh Trì,Eco Green City,3300.0
01/10/2020,2,1,1,46.0,Hoàng Mai,HH1 Linh Đàm,750.0
29/09/2020,2,3,2,119.0,Hai Bà Trưng,Times City,3850.0
01/10/2020,0,NULL,NULL,72.0,Hoài Đức,Gemek Premium,1400.0
01/10/2020,0,3,2,127.0,Tây Hồ,Sun Grand City,6600.0
01/10/2020,3,2,2,67.0,Hoàng Mai,Bea Sky,2200.0
01/10/2020,0,3,2,93.1,Thanh Xuân,Stellar Garden,2800.0
30/09/2020,4,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,970.0
01/10/2020,4,3,2,88.0,Thanh Trì,Hồng Hà Eco City,NULL
29/09/2020,0,2,2,75.9,Hoài Đức,Gemek Tower,1290.0
29/09/2020,0,NULL,NULL,109.0,Thanh Xuân,Legend Tower 109 Nguyễn Tuân,4250.0
29/09/2020,3,NULL,NULL,72.0,Cầu Giấy,A10-A14 Nam Trung Yên,1800.0
29/09/2020,0,2,2,64.0,Thanh Xuân,Legend Tower 109 Nguyễn Tuân,2560.0
29/09/2020,3,3,2,98.0,Hai Bà Trưng,Imperia Sky Garden,NULL
29/09/2020,3,2,2,63.5,Đan Phượng,Chung cư XpHomes Tân Tây Đô,NULL
29/09/2020,2,2,1,52.0,Hoàng Mai,Rose Town,NULL
29/09/2020,4,1,NULL,58.0,Cầu Giấy,Chelsea Residences,2500.0
29/09/2020,3,2,NULL,NULL,Hoàng Mai,Rose Town,1400.0
29/09/2020,1,2,2,95.0,Bắc Từ Liêm,N04B Ngoại Giao Đoàn,NULL
29/09/2020,1,2,1,50.9,Hà Đông,Mipec City View,1018.0
29/09/2020,1,NULL,NULL,NULL,Đống Đa,Le Capitole,NULL
29/09/2020,3,2,2,71.8,Nam Từ Liêm,Vinhomes West Point,3080.0
29/09/2020,0,3,2,81.0,Hà Đông,Anland Nam Cường,1899.0
29/09/2020,4,3,NULL,119.0,Nam Từ Liêm,Vinhomes Gardenia,3050.0
29/09/2020,4,3,2,93.2,Thanh Xuân,Chung cư Golden West,2982.4
29/09/2020,2,2,2,72.0,Hoàng Mai,HH3 Linh Đàm,1180.0
29/09/2020,0,3,2,96.6,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2511.6
30/09/2020,3,2,2,62.4,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2500.0
29/09/2020,1,3,2,65.0,Hoài Đức,THT New City,975.0
30/09/2020,3,1,1,34.2,Nam Từ Liêm,Vinhomes West Point,2300.0
30/09/2020,4,2,2,72.0,Cầu Giấy,Vinhomes D'Capitale,2800.0
30/09/2020,4,2,NULL,55.28,Thanh Xuân,Chung cư PCC1 Triều Khúc,1900.0
30/09/2020,3,2,2,98.9,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),NULL
30/09/2020,1,4,3,158.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),NULL
30/09/2020,0,NULL,NULL,75.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,NULL
30/09/2020,2,2,2,70.5,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1890.0
30/09/2020,2,3,NULL,103.4,Nam Từ Liêm,Sunshine Center,4200.0
30/09/2020,3,2,2,55.0,Nam Từ Liêm,FLC Garden City,1190.0
30/09/2020,3,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,940.0
30/09/2020,4,NULL,NULL,117.0,Thanh Xuân,Chung cư The Legacy,NULL
30/09/2020,4,2,2,72.0,Nam Từ Liêm,Vinhomes West Point,2840.0
30/09/2020,2,3,2,86.2,Long Biên,Vinhomes Symphony Riverside,NULL
30/09/2020,4,3,2,138.0,Thanh Xuân,Royal City,5934.0
30/09/2020,4,2,2,70.0,Hà Đông,Khu đô thị mới Xa La,980.0
30/09/2020,1,2,2,81.6,Hà Đông,Chung cư Nam Xa La,1300.0
30/09/2020,0,2,2,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,5400.0
30/09/2020,4,2,1,66.0,Long Biên,Vinhomes Symphony Riverside,2300.0
29/09/2020,2,3,2,89.3,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
29/09/2020,3,2,NULL,71.3,Cầu Giấy,Dream Land Bonanza,NULL
29/09/2020,2,3,2,120.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3000.0
29/09/2020,4,NULL,NULL,28.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1040.0
29/09/2020,1,2,2,72.3,Hà Đông,Khu đô thị mới Xa La,1050.0
29/09/2020,1,3,NULL,98.4,Cầu Giấy,Golden Park Tower,4821.6
29/09/2020,3,NULL,NULL,85.0,Tây Hồ,Udic Westlake,3100.0
29/09/2020,3,3,2,95.6,Cầu Giấy,Golden Park Tower,4100.0
29/09/2020,1,3,3,102.8,Hà Đông,The Pride,1950.0
29/09/2020,0,3,NULL,106.0,Hai Bà Trưng,Imperia Sky Garden,4230.0
29/09/2020,2,3,2,117.0,Hà Đông,The Sparks,1750.0
29/09/2020,1,2,2,68.0,Hoàng Mai,Bea Sky,2210.0
28/08/2020,1,3,2,98.0,Bắc Từ Liêm,Sunshine City,3650.0
29/09/2020,2,2,2,72.0,Nam Từ Liêm,CT1 Trung Văn - Vinaconex 3,1908.0
30/09/2020,1,2,2,70.0,Cầu Giấy,Home City Trung Kính,NULL
29/09/2020,1,3,3,132.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,NULL
21/09/2020,2,3,2,60.0,Long Biên,Berriver Long Biên,2000.0
30/09/2020,4,2,1,55.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1600.0
30/09/2020,4,2,2,76.0,Hà Đông,Hồ Gươm Plaza,1800.0
30/09/2020,2,1,1,46.0,Hà Đông,Mulberry Lane,1400.0
30/09/2020,1,3,2,119.0,Thanh Xuân,Việt Đức Complex,3600.0
30/09/2020,3,2,1,69.0,Hà Đông,Khu đô thị mới Xa La,850.0
30/09/2020,4,3,NULL,96.0,Cầu Giấy,Home City Trung Kính,3550.0
30/09/2020,2,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,890.0
30/09/2020,2,2,1,54.1,Hà Đông,Mipec City View,973.8000000000001
30/09/2020,1,3,2,96.8,Hoài Đức,Thăng Long Capital,1839.2
30/09/2020,2,3,2,NULL,Hà Đông,Park Kiara,NULL
30/09/2020,4,3,2,107.0,Hà Đông,Park Kiara,4066.0
30/09/2020,3,3,2,103.0,Hà Đông,Phú Thịnh Green Park,NULL
30/09/2020,0,4,3,134.0,Bắc Từ Liêm,Goldmark City,3500.0
30/09/2020,0,2,2,89.0,Hà Đông,Phú Thịnh Green Park,1958.0
30/09/2020,1,2,2,67.0,Hà Đông,La Casta Văn Phú,1742.0
30/09/2020,3,3,2,109.7,Thanh Xuân,Chung cư The Legacy,NULL
30/09/2020,2,2,1,51.0,Cầu Giấy,Vinhomes D'Capitale,2370.0
30/09/2020,2,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,930.0
30/09/2020,3,3,NULL,125.7,Cầu Giấy,Chelsea Residences,5090.85
30/09/2020,4,3,2,128.0,Cầu Giấy,Chelsea Park,3850.0
30/09/2020,2,3,2,88.0,Hà Đông,Chung cư Booyoung,2800.0
30/09/2020,2,2,2,89.0,Nam Từ Liêm,The Zei Mỹ Đình,3382.0
30/09/2020,4,2,2,70.0,Hoài Đức,THT New City,1100.0
30/09/2020,0,2,2,61.6,Thanh Xuân,Chung cư PCC1 Triều Khúc,1800.0
30/09/2020,1,3,2,112.0,Nam Từ Liêm,The Matrix One,5900.0
30/09/2020,2,2,2,82.0,Thanh Xuân,Pandora 53 Triều Khúc,2500.0
30/09/2020,4,NULL,NULL,168.0,Tây Hồ,Udic Westlake,NULL
30/09/2020,0,1,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,NULL
30/09/2020,0,NULL,NULL,87.0,Thanh Trì,Tecco Garden,1479.0
30/09/2020,1,4,2,103.0,Long Biên,TSG Lotus Sài Đồng,2544.0
01/10/2020,0,2,2,82.0,Nam Từ Liêm,The Emerald,2350.0
30/09/2020,3,3,2,98.0,Hoài Đức,The Golden An Khánh 32T,NULL
01/10/2020,2,3,2,102.0,Nam Từ Liêm,The Emerald,2630.0
01/10/2020,1,2,NULL,66.0,Nam Từ Liêm,Iris Garden,1840.0
01/10/2020,3,2,2,69.0,Hoài Đức,THT New City,1090.2
01/10/2020,4,2,2,82.0,Nam Từ Liêm,The Emerald,2340.0
01/10/2020,1,2,1,53.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2200.0
01/10/2020,3,2,2,66.0,Nam Từ Liêm,Iris Garden,1840.0
01/10/2020,4,2,NULL,67.0,Bắc Từ Liêm,Green Stars,1900.0
01/10/2020,4,2,NULL,74.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,2100.0
01/10/2020,0,NULL,NULL,83.0,Tây Hồ,6th Element,3071.0
01/10/2020,1,NULL,NULL,98.3,Nam Từ Liêm,Chung cư CT5-CT6 Lê Đức Thọ,2801.5499999999997
01/10/2020,1,NULL,NULL,138.0,Thanh Trì,Eco Green City,3300.0
01/10/2020,0,2,1,54.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1890.0
01/10/2020,1,2,NULL,116.0,Cầu Giấy,Indochina Plaza Hanoi,5000.0
01/10/2020,0,3,2,76.34,Hoàng Mai,Osaka Complex,1700.0
01/10/2020,0,2,2,59.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2000.0
01/10/2020,3,3,2,130.0,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1495.0
01/10/2020,2,2,2,76.2,Hai Bà Trưng,HDI Tower,7300.0
01/10/2020,3,2,2,100.0,Hà Đông,Khu đô thị Văn Khê,1550.0
01/10/2020,4,2,1,56.17,Cầu Giấy,Chung cư Tây Nam ĐH Thương Mại,1650.0
01/10/2020,0,2,2,66.0,Nam Từ Liêm,Iris Garden,1900.0
01/10/2020,3,3,NULL,108.8,Bắc Từ Liêm,IA20 Ciputra,2400.0
01/10/2020,2,1,1,28.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1075.0
01/10/2020,4,1,1,42.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1850.0
01/10/2020,0,NULL,NULL,50.0,Hoàng Mai,T&T Riverview,1000.0
08/09/2020,4,NULL,NULL,140.0,Hà Đông,The Terra An Hưng,3080.0
01/10/2020,2,2,NULL,70.0,Tây Hồ,Tây Hồ Residence,3100.0
01/10/2020,3,2,2,58.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2300.0
01/10/2020,3,3,2,108.8,Nam Từ Liêm,Thang Long Number One,3250.0
01/10/2020,0,2,2,68.0,Hà Đông,Khu đô thị Thanh Hà Mường Thanh,899.0
01/10/2020,2,3,2,116.9,Nam Từ Liêm,Thang Long Number One,3799.25
01/10/2020,2,2,2,130.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3400.0
01/10/2020,3,2,2,70.0,Nam Từ Liêm,Chung cư CT5-CT6 Lê Đức Thọ,1960.0
01/10/2020,3,3,2,100.0,Hai Bà Trưng,Sunshine Garden,3350.0
01/10/2020,4,2,2,66.0,Nam Từ Liêm,Iris Garden,1840.0
01/10/2020,2,1,NULL,53.0,Thanh Trì,Eco Dream Nguyễn Xiển,1350.0
01/10/2020,2,3,3,167.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,10500.0
01/10/2020,3,3,2,144.7,Cầu Giấy,Mandarin Garden,7234.999999999999
01/10/2020,4,3,2,107.8,Nam Từ Liêm,Keangnam Hanoi Landmark Tower,4756.1359999999995
01/10/2020,2,3,2,108.0,Nam Từ Liêm,Keangnam Hanoi Landmark Tower,4212.0
01/10/2020,2,3,2,112.0,Nam Từ Liêm,Thang Long Number One,3990.0
01/10/2020,3,3,NULL,90.0,Nam Từ Liêm,Vinhomes West Point,4350.0
01/10/2020,3,3,NULL,105.7,Cầu Giấy,Chelsea Residences,4280.85
01/10/2020,0,3,NULL,105.0,Cầu Giấy,Chelsea Residences,4095.0
01/10/2020,2,2,2,95.0,Nam Từ Liêm,The Emerald,2620.0
01/10/2020,1,2,2,67.0,Thanh Trì,Eco Green City,1900.0
01/10/2020,0,2,NULL,124.0,Hà Đông,Mulberry Lane,2800.0
01/10/2020,2,2,NULL,63.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2400.0
01/10/2020,2,2,NULL,92.0,Cầu Giấy,Ha Do Park View,3000.0
01/10/2020,3,3,2,66.0,Nam Từ Liêm,Iris Garden,1840.0
01/10/2020,4,1,1,31.8,Nam Từ Liêm,Imperia Smart City,1086.0
01/10/2020,4,3,2,98.3,Nam Từ Liêm,Chung cư CT5-CT6 Lê Đức Thọ,NULL
01/10/2020,4,2,NULL,75.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,2200.0
01/10/2020,4,2,NULL,85.67,Tây Hồ,Udic Westlake,3100.0
01/10/2020,0,2,NULL,76.4,Nam Từ Liêm,The Emerald,NULL
01/10/2020,1,2,1,59.0,Nam Từ Liêm,Khu đô thị Mễ Trì Hạ,1600.0
01/10/2020,1,3,2,99.0,Long Biên,CT1 Thạch Bàn,1550.0
01/10/2020,4,NULL,NULL,53.4,Cầu Giấy,Mipec Rubik 360,NULL
01/10/2020,1,2,2,77.0,Bắc Từ Liêm,Kosmo Tây Hồ,3100.0
01/10/2020,2,2,2,69.0,Hoàng Mai,Athena Complex Pháp Vân,1520.0
01/10/2020,2,2,2,80.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5500.0
01/10/2020,3,3,2,116.7,Bắc Từ Liêm,Sunshine City,4100.0
01/10/2020,2,3,2,116.0,Hà Đông,Usilk City,1900.0
01/10/2020,2,2,2,88.4,Cầu Giấy,Vimeco II - Nguyễn Chánh,2550.0
01/10/2020,4,2,2,69.23,Hoàng Mai,Bea Sky,2100.0
01/10/2020,4,2,NULL,60.0,Cầu Giấy,Vinhomes D'Capitale,2250.0
01/10/2020,0,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,940.0
01/10/2020,4,NULL,NULL,NULL,Hai Bà Trưng,Sunshine Garden,NULL
01/10/2020,0,3,2,108.5,Nam Từ Liêm,Sunshine Center,4014.5
01/10/2020,4,2,NULL,72.0,Cầu Giấy,A10-A14 Nam Trung Yên,1728.0
01/10/2020,1,3,2,102.0,Nam Từ Liêm,The Emerald,2630.0
01/10/2020,2,2,2,70.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2700.0
01/10/2020,1,2,2,74.0,Ba Đình,Chung cư 671 Hoàng Hoa Thám,2550.0
02/10/2020,4,NULL,NULL,100.6,Bắc Từ Liêm,IA20 Ciputra,NULL
02/10/2020,2,2,2,66.8,Bắc Từ Liêm,Green Stars,1800.0
02/10/2020,4,2,2,77.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,1800.0
01/10/2020,1,3,2,117.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,2925.0
01/10/2020,4,3,2,93.0,Hoàng Mai,The Zen Residence,3162.0
02/10/2020,4,3,2,87.0,Tây Hồ,Tây Hồ Residence,4100.0
01/10/2020,2,3,2,102.0,Thanh Xuân,Pandora 53 Triều Khúc,3264.0
02/10/2020,1,3,NULL,102.0,Nam Từ Liêm,The Emerald,2650.0
02/10/2020,4,2,2,94.6,Hai Bà Trưng,Toà nhà 93 Lò Đúc - Kinh Đô Tower,3736.7
02/10/2020,4,2,2,108.0,Ba Đình,Platinum Residences,4850.0
02/10/2020,4,2,2,69.0,Hoàng Mai,Athena Complex Pháp Vân,1500.0
02/10/2020,3,2,NULL,82.0,Nam Từ Liêm,The Emerald,2350.0
02/10/2020,3,3,2,NULL,Nam Từ Liêm,Thang Long Number One,3400.0
02/10/2020,2,3,NULL,101.6,Cầu Giấy,Discovery Complex,3120.0
02/10/2020,3,4,2,153.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,4000.0
02/10/2020,0,3,2,110.0,Thanh Xuân,Việt Đức Complex,3500.0
02/10/2020,0,2,2,62.0,Nam Từ Liêm,Khu đô thị Đại Mỗ - Hà Nội,1350.0
02/10/2020,0,2,2,86.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,NULL
02/10/2020,3,2,2,86.0,Nam Từ Liêm,Vinhomes Gardenia,NULL
02/10/2020,1,4,2,143.0,Cầu Giấy,Tràng An Complex,6100.0
02/10/2020,4,3,2,96.0,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,3000.0
02/10/2020,3,2,2,81.0,Cầu Giấy,Trung Yên Plaza,2750.0
02/10/2020,0,1,1,43.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1350.0
02/10/2020,4,3,2,82.5,Hoàng Mai,Khu đô thị mới Linh Đàm,1620.0
02/10/2020,1,2,1,74.5,Nam Từ Liêm,An Lạc - Phùng Khoang,1620.0
02/10/2020,1,3,2,105.0,Hà Đông,Seasons Avenue,2700.0
02/10/2020,0,3,NULL,112.8,Thanh Xuân,Royal City,NULL
02/10/2020,0,2,2,91.2,Thanh Xuân,Stellar Garden,2600.0
02/10/2020,2,2,2,76.0,Hà Đông,Seasons Avenue,2600.0
02/10/2020,1,2,NULL,54.0,Hoàng Mai,Green Park Trần Thủ Độ,1440.0
02/10/2020,4,NULL,NULL,NULL,Hoàng Mai,Rose Town,1500.0
02/10/2020,3,NULL,NULL,NULL,Hà Đông,ICID Complex,1180.0
02/10/2020,4,2,2,76.53,Hai Bà Trưng,Hinode City,3400.0
02/10/2020,1,2,1,59.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1570.0
02/10/2020,1,NULL,NULL,71.0,Long Biên,Le Grand Jardin Sài Đồng,1900.0
02/10/2020,4,2,2,77.4,Thanh Xuân,Chung cư PCC1 Triều Khúc,2300.0
02/10/2020,1,3,NULL,75.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2400.0
02/10/2020,0,3,NULL,100.0,Nam Từ Liêm,Vinhomes Skylake,4800.0
02/10/2020,2,1,1,37.0,Nam Từ Liêm,Ecolife Capitol,1250.0
28/09/2020,3,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,900.0
28/09/2020,1,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,950.0
28/09/2020,1,NULL,NULL,29.9,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,985.0
28/09/2020,4,NULL,NULL,NULL,Tây Hồ,Sun Grand City,2500.0
29/09/2020,0,1,NULL,55.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,3700.0
23/09/2020,2,3,NULL,93.0,Nam Từ Liêm,An Bình Plaza,2940.0
06/09/2020,3,2,2,56.0,Thanh Trì,Chung cư Đại Thanh,830.0
04/10/2020,0,2,2,55.7,Thanh Trì,Chung cư Đại Thanh,800.0
04/10/2020,4,2,2,60.0,Thanh Trì,Chung cư Đại Thanh,760.0
04/10/2020,3,2,1,84.0,Hà Đông,Khu đô thị mới Xa La,1320.0
04/10/2020,4,3,2,76.3,Hoàng Mai,Smile Building,NULL
04/10/2020,4,3,2,121.0,Bắc Từ Liêm,Thành phố Giao Lưu,1500.0
04/10/2020,0,3,2,116.0,Hà Đông,HPC Landmark 105,2180.0
04/10/2020,4,2,2,87.77,Tây Hồ,D' EL Dorado,3500.0
05/09/2020,3,1,NULL,45.0,Hai Bà Trưng,Sunshine Garden,1800.0
26/09/2020,1,2,2,74.0,Thanh Trì,Eco Green City,2000.0
04/10/2020,1,3,2,139.0,Bắc Từ Liêm,Goldmark City,3870.0
04/10/2020,1,1,1,48.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1220.0
04/10/2020,2,3,2,91.0,Nam Từ Liêm,Khu đô thị Mễ Trì Hạ,2300.0
04/10/2020,1,2,1,100.7,Thanh Xuân,Chung cư 183 Hoàng Văn Thái,3121.7000000000003
04/10/2020,3,3,NULL,170.0,Nam Từ Liêm,Vinhomes Skylake,5800.0
04/10/2020,3,3,2,NULL,Nam Từ Liêm,Vinhomes Skylake,5500.0
04/10/2020,1,NULL,NULL,NULL,Tây Hồ,Khu nhà ở Phú Thượng,NULL
04/10/2020,3,3,NULL,103.0,Nam Từ Liêm,Vinhomes Skylake,5000.0
04/10/2020,1,3,2,101.0,Nam Từ Liêm,Vinhomes Skylake,5150.0
04/10/2020,0,NULL,NULL,207.0,Tây Hồ,D' EL Dorado,7700.0
04/10/2020,4,NULL,NULL,207.0,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,7700.0
04/10/2020,2,3,2,107.0,Nam Từ Liêm,Vinhomes Skylake,5200.0
04/10/2020,2,3,2,98.0,Nam Từ Liêm,Khu phức hợp cao tầng Mỹ Đình,NULL
04/10/2020,2,NULL,NULL,NULL,Bắc Từ Liêm,Khu Ngoại Giao Đoàn,NULL
04/10/2020,4,3,NULL,97.0,Hà Đông,Khu đô thị mới Văn Quán,1900.0
27/09/2020,0,2,NULL,62.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2300.0
04/10/2020,0,3,NULL,99.75,Bắc Từ Liêm,Goldmark City,2700.0
04/10/2020,4,2,2,69.95,Cầu Giấy,Home City Trung Kính,2500.0
26/09/2020,4,2,2,75.0,Hoàng Mai,Chung cư Thông tấn xã Việt Nam,1800.0
04/10/2020,0,3,2,106.8,Cầu Giấy,Home City Trung Kính,3898.2
04/10/2020,0,2,1,77.0,Hà Đông,TSQ Galaxy,1600.0
04/10/2020,0,2,2,101.8,Thanh Xuân,Hapulico Complex,2850.4
04/10/2020,4,2,2,71.45,Hà Đông,Seasons Avenue,2550.0
04/10/2020,1,NULL,NULL,76.6,Tây Hồ,Lạc Hồng Westlake,1950.0
04/10/2020,2,2,2,79.0,Thanh Xuân,Imperial Plaza,2400.0
04/10/2020,1,2,2,75.0,Hà Đông,Mulberry Lane,2380.0
04/10/2020,2,2,2,76.0,Nam Từ Liêm,Ecolife Capitol,2350.0
04/10/2020,0,NULL,NULL,110.0,Hoàng Mai,Eco Lake View,NULL
04/10/2020,3,NULL,NULL,76.6,Tây Hồ,Lạc Hồng Westlake,2000.0
04/10/2020,3,3,2,113.5,Hoàng Mai,VP2 Linh Đàm,NULL
04/10/2020,2,NULL,NULL,79.2,Tây Hồ,Lạc Hồng Westlake,2100.0
04/10/2020,4,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,900.0
04/10/2020,0,2,2,62.0,Hà Đông,Chung cư Sails Tower,950.0
04/10/2020,3,2,2,84.48,Thanh Xuân,GoldSeason,2800.0
04/10/2020,0,2,2,61.6,Hà Đông,Khu đô thị mới Xa La,950.0
04/10/2020,3,1,1,54.0,Hà Đông,Khu đô thị mới Xa La,790.0
04/10/2020,3,2,2,7858.0,Hoàng Mai,Bea Sky,230000000.0
04/10/2020,2,2,1,84.0,Hà Đông,Khu đô thị mới Xa La,1320.0
04/10/2020,4,1,1,55.0,Hà Đông,Khu đô thị mới Xa La,880.0
04/10/2020,4,3,2,91.0,Thanh Xuân,GoldSeason,3150.0
04/10/2020,3,2,2,76.0,Hà Đông,Khu đô thị mới Xa La,1350.0
04/10/2020,3,2,1,53.0,Hà Đông,Khu đô thị mới Xa La,850.0
04/10/2020,2,2,2,84.0,Hà Đông,Khu đô thị mới Xa La,1300.0
04/10/2020,2,2,2,66.6,Thanh Trì,Chung cư Đại Thanh,970.0
04/10/2020,0,2,1,48.0,Gia Lâm,Khu đô thị Đặng Xá 2,890.0
04/10/2020,3,2,NULL,60.0,Long Biên,Valencia Garden,1550.0
27/09/2020,2,2,NULL,60.0,Hoàng Mai,Eco Lake View,1450.0
27/09/2020,3,2,2,NULL,Hoàng Mai,Eco Lake View,1650.0
27/09/2020,0,NULL,NULL,NULL,Hoàng Mai,Rose Town,1400.0
27/09/2020,2,NULL,NULL,NULL,Thanh Trì,Hồng Hà Eco City,1500.0
04/10/2020,4,NULL,NULL,69.0,Hoàng Mai,Athena Complex Pháp Vân,NULL
04/10/2020,1,2,1,84.0,Hà Đông,Khu đô thị mới Xa La,1300.0
04/10/2020,1,3,3,127.0,Hà Đông,Goldsilk Complex,2750.0
04/10/2020,0,3,2,105.0,Nam Từ Liêm,Vinhomes Skylake,5600.0
04/10/2020,4,2,2,70.0,Hoàng Mai,CT36 - Dream Home,1600.0
04/10/2020,3,3,2,112.9,Bắc Từ Liêm,Goldmark City,3300.0
04/10/2020,2,2,2,75.0,Hoàng Mai,Eco Lake View,1900.0
04/10/2020,1,3,NULL,NULL,Hai Bà Trưng,Sunshine Garden,NULL
04/10/2020,2,3,2,103.0,Bắc Từ Liêm,Goldmark City,3296.0
